"","loan_amount","sector","term_in_months","borrower_genders","date"
"10020",475,"Food",14,"female",2014-08-11
"10021",125,"Retail",7,"female",2014-08-11
"10022",875,"Personal Use",14,"female",2014-08-11
"10023",600,"Agriculture",14,"male",2014-08-11
"10024",475,"Food",11,"male",2014-08-11
"10025",325,"Construction",8,"male",2014-08-11
"10026",250,"Retail",8,"male",2014-08-11
"10027",250,"Food",13,"female",2014-08-11
"10028",125,"Clothing",3,"female",2014-08-11
"10029",250,"Services",8,"female",2014-08-11
"10030",350,"Retail",13,"female",2014-08-11
"10031",250,"Food",7,"male",2014-08-11
"10032",575,"Clothing",13,"female",2014-08-11
"10033",250,"Clothing",2,"female",2014-08-11
"10034",350,"Transportation",13,"female",2014-08-11
"10035",350,"Food",13,"female",2014-08-11
"10036",475,"Education",13,"female",2014-08-11
"10037",475,"Manufacturing",14,"male",2014-08-11
"10038",250,"Health",8,"male",2014-08-11
"10039",250,"Clothing",6,"female",2014-08-11
"10040",350,"Retail",13,"female",2014-08-11
"10041",250,"Food",13,"female",2014-08-11
"10042",350,"Retail",11,"female",2014-08-11
"10043",350,"Agriculture",11,"female",2014-08-11
"10044",250,"Agriculture",4,"female",2014-08-11
"10045",250,"Clothing",6,"female",2014-08-11
"10046",250,"Food",11,"female",2014-08-11
"10047",250,"Food",5,"female",2014-08-11
"10048",250,"Retail",13,"female",2014-08-11
"10049",375,"Retail",9,"female",2014-08-11
"10050",300,"Food",6,"female",2014-08-11
"10051",575,"Food",13,"female",2014-08-11
"10052",250,"Services",5,"female",2014-08-11
"10053",250,"Food",7,"female",2014-08-11
"10054",925,"Construction",11,"male",2014-08-11
"10055",575,"Clothing",13,"female",2014-08-11
"10056",575,"Retail",14,"male",2014-08-11
"10057",250,"Services",7,"male",2014-08-11
"10058",575,"Retail",13,"female",2014-08-11
"10059",125,"Retail",3,"female",2014-08-11
"10060",250,"Retail",5,"female",2014-08-11
"10061",250,"Clothing",8,"female",2014-08-11
"10062",250,"Services",3,"female",2014-08-11
"10063",300,"Food",13,"female",2014-08-11
"10064",1125,"Retail",14,"male",2014-08-11
"10065",775,"Agriculture",27,"female",2014-08-11
"10066",700,"Services",14,"female",2014-08-11
"10067",575,"Health",13,"female",2014-08-11
"10068",250,"Food",13,"female",2014-08-11
"10069",575,"Housing",14,"female",2014-08-11
"10070",700,"Transportation",13,"male",2014-08-11
"10071",375,"Agriculture",15,"female",2014-08-11
"10072",300,"Agriculture",14,"female",2014-08-11
"10073",475,"Food",14,"female",2014-08-11
"10074",475,"Food",14,"female",2014-08-11
"10075",250,"Transportation",7,"male",2014-08-11
"10076",175,"Services",11,"female",2014-08-11
"10077",250,"Food",13,"male",2014-08-11
"10078",250,"Retail",8,"female",2014-08-12
"10079",175,"Retail",14,"female",2014-08-12
"10080",250,"Retail",8,"female",2014-08-12
"10081",250,"Transportation",7,"male",2014-08-12
"10082",350,"Retail",9,"female",2014-08-12
"10083",250,"Transportation",7,"male",2014-08-12
"10084",250,"Clothing",6,"female",2014-08-12
"10085",250,"Services",8,"male",2014-08-12
"10086",475,"Agriculture",14,"male",2014-08-12
"10087",125,"Clothing",14,"female",2014-08-12
"10088",250,"Food",8,"female",2014-08-12
"10089",800,"Retail",14,"male",2014-08-12
"10090",125,"Transportation",3,"female",2014-08-12
"10091",125,"Services",3,"female",2014-08-12
"10092",600,"Agriculture",14,"male",2014-08-12
"10093",250,"Services",6,"female",2014-08-12
"10094",350,"Retail",14,"male",2014-08-12
"10095",350,"Agriculture",14,"female",2014-08-12
"10096",525,"Clothing",8,"female",2014-08-12
"10097",350,"Agriculture",14,"male",2014-08-12
"10098",475,"Education",14,"female",2014-08-12
"10099",250,"Agriculture",14,"female",2014-08-12
"10100",250,"Services",6,"female",2014-08-12
"10101",250,"Transportation",8,"male",2014-08-12
"10102",250,"Services",8,"female",2014-08-12
"10103",250,"Food",11,"male",2014-08-12
"10104",250,"Retail",11,"female",2014-08-12
"10105",350,"Services",11,"female",2014-08-12
"10106",250,"Retail",11,"female",2014-08-12
"10107",125,"Food",3,"female",2014-08-12
"10108",250,"Retail",7,"male",2014-08-12
"10109",250,"Food",13,"female",2014-08-12
"10110",250,"Transportation",7,"male",2014-08-12
"10111",575,"Food",14,"female",2014-08-12
"10112",575,"Food",14,"female",2014-08-12
"10113",250,"Food",5,"female",2014-08-12
"10114",250,"Food",5,"female",2014-08-12
"10115",250,"Retail",6,"female",2014-08-12
"10116",300,"Agriculture",14,"female",2014-08-12
"10117",1150,"Retail",14,"female",2014-08-12
"10118",250,"Retail",8,"female",2014-08-12
"10119",250,"Services",14,"female",2014-08-12
"10120",250,"Agriculture",14,"female",2014-08-12
"10121",350,"Services",14,"female",2014-08-12
"10122",250,"Retail",8,"male",2014-08-12
"10123",575,"Agriculture",14,"male",2014-08-12
"10124",825,"Clothing",14,"male",2014-08-12
"10125",250,"Retail",11,"female",2014-08-12
"10126",350,"Retail",11,"female",2014-08-12
"10127",125,"Food",3,"female",2014-08-12
"10128",250,"Clothing",6,"female",2014-08-12
"10129",525,"Retail",14,"male",2014-08-12
"10130",250,"Services",8,"female",2014-08-12
"10131",275,"Services",11,"male",2014-08-12
"10132",575,"Services",14,"female",2014-08-12
"10133",700,"Transportation",14,"male",2014-08-12
"10134",250,"Transportation",8,"male",2014-08-12
"10135",1150,"Retail",14,"female",2014-08-12
"10136",300,"Food",14,"female",2014-08-12
"10137",250,"Transportation",7,"male",2014-08-12
"10138",575,"Construction",14,"male",2014-08-12
"10139",125,"Agriculture",3,"female",2014-08-12
"10140",600,"Services",12,"female",2014-08-12
"10141",125,"Retail",8,"female",2014-08-12
"10142",750,"Agriculture",16,"female",2014-08-12
"10143",700,"Food",14,"male",2014-08-12
"10144",250,"Retail",14,"female",2014-08-12
"10145",250,"Food",11,"female",2014-08-12
"10146",250,"Clothing",14,"female",2014-08-12
"10147",600,"Retail",12,"female",2014-08-12
"10148",250,"Retail",11,"female",2014-08-12
"10149",475,"Agriculture",16,"male",2014-08-12
"10150",250,"Food",11,"female",2014-08-12
"10151",250,"Transportation",7,"male",2014-08-12
"10152",250,"Clothing",11,"female",2014-08-12
"10153",475,"Agriculture",14,"male",2014-08-12
"10154",250,"Retail",11,"female",2014-08-12
"10155",250,"Retail",11,"female",2014-08-12
"10156",250,"Services",11,"female",2014-08-12
"10157",575,"Food",14,"female",2014-08-12
"10158",125,"Services",3,"female",2014-08-12
"10159",125,"Food",14,"female",2014-08-12
"10160",475,"Retail",14,"male",2014-08-12
"10161",350,"Agriculture",17,"female",2014-08-12
"10162",250,"Retail",13,"female",2014-08-12
"10163",250,"Retail",11,"female",2014-08-12
"10164",125,"Retail",3,"female",2014-08-12
"10165",350,"Retail",14,"female",2014-08-12
"10166",250,"Food",11,"female",2014-08-12
"10167",250,"Agriculture",11,"male",2014-08-12
"10168",1150,"Food",14,"female",2014-08-12
"10169",250,"Food",7,"female",2014-08-12
"10170",250,"Food",11,"male",2014-08-12
"10171",250,"Transportation",8,"male",2014-08-12
"10172",125,"Food",3,"female",2014-08-12
"10173",250,"Clothing",11,"female",2014-08-12
"10174",250,"Retail",14,"female",2014-08-12
"10175",250,"Retail",11,"female",2014-08-12
"10176",250,"Retail",8,"female",2014-08-12
"10177",250,"Retail",8,"female",2014-08-12
"10178",575,"Services",13,"female",2014-08-12
"10179",600,"Food",12,"female",2014-08-12
"10180",250,"Retail",11,"female",2014-08-12
"10181",250,"Transportation",7,"male",2014-08-12
"10182",250,"Clothing",6,"female",2014-08-12
"10183",575,"Food",11,"male",2014-08-12
"10184",575,"Clothing",14,"female",2014-08-12
"10185",250,"Retail",11,"female",2014-08-12
"10186",250,"Services",6,"female",2014-08-12
"10187",350,"Food",14,"female",2014-08-12
"10188",175,"Retail",14,"female",2014-08-12
"10189",700,"Retail",14,"female",2014-08-12
"10190",375,"Agriculture",9,"female",2014-08-12
"10191",575,"Food",14,"female",2014-08-12
"10192",250,"Retail",8,"female",2014-08-12
"10193",475,"Transportation",14,"male",2014-08-12
"10194",125,"Food",3,"female",2014-08-12
"10195",250,"Food",11,"female",2014-08-12
"10196",375,"Retail",9,"female",2014-08-12
"10197",125,"Services",3,"female",2014-08-13
"10198",125,"Retail",3,"female",2014-08-13
"10199",250,"Services",8,"female",2014-08-13
"10200",525,"Retail",14,"male",2014-08-13
"10201",250,"Retail",14,"female",2014-08-13
"10202",575,"Agriculture",16,"female",2014-08-13
"10203",350,"Retail",8,"male",2014-08-13
"10204",125,"Agriculture",3,"female",2014-08-13
"10205",700,"Food",14,"female",2014-08-13
"10206",125,"Agriculture",8,"male",2014-08-13
"10207",250,"Retail",8,"female",2014-08-13
"10208",125,"Food",3,"female",2014-08-13
"10209",400,"Agriculture",14,"female",2014-08-13
"10210",250,"Retail",8,"male",2014-08-13
"10211",250,"Retail",5,"female",2014-08-13
"10212",250,"Retail",14,"female",2014-08-13
"10213",925,"Retail",14,"female",2014-08-13
"10214",250,"Retail",11,"female",2014-08-13
"10215",475,"Services",11,"male",2014-08-13
"10216",250,"Transportation",8,"male",2014-08-13
"10217",250,"Retail",11,"female",2014-08-13
"10218",575,"Education",14,"female",2014-08-13
"10219",250,"Transportation",8,"male",2014-08-13
"10220",475,"Transportation",14,"male",2014-08-13
"10221",250,"Transportation",8,"male",2014-08-13
"10222",250,"Retail",14,"female",2014-08-13
"10223",250,"Food",8,"female",2014-08-13
"10224",125,"Agriculture",14,"male",2014-08-13
"10225",600,"Agriculture",14,"male",2014-08-13
"10226",475,"Agriculture",14,"female",2014-08-13
"10227",150,"Food",14,"female",2014-08-13
"10228",250,"Food",5,"female",2014-08-13
"10229",250,"Services",14,"female",2014-08-13
"10230",700,"Retail",8,"female, female, female, female, female, female",2014-08-13
"10231",1025,"Agriculture",15,"female",2014-08-13
"10232",600,"Agriculture",14,"male",2014-08-13
"10233",250,"Transportation",8,"male",2014-08-13
"10234",250,"Agriculture",11,"female",2014-08-13
"10235",125,"Food",3,"female",2014-08-13
"10236",250,"Retail",6,"male",2014-08-13
"10237",250,"Food",11,"female",2014-08-13
"10238",850,"Education",26,"male",2014-08-13
"10239",125,"Agriculture",8,"male",2014-08-13
"10240",250,"Construction",11,"female",2014-08-13
"10241",250,"Agriculture",6,"female",2014-08-13
"10242",475,"Food",14,"female",2014-08-13
"10243",125,"Agriculture",3,"female",2014-08-13
"10244",375,"Clothing",8,"female",2014-08-13
"10245",375,"Clothing",9,"female",2014-08-13
"10246",250,"Retail",6,"female",2014-08-13
"10247",175,"Retail",14,"female",2014-08-13
"10248",375,"Arts",9,"female",2014-08-13
"10249",125,"Agriculture",8,"female",2014-08-13
"10250",475,"Agriculture",15,"female",2014-08-13
"10251",575,"Food",8,"female",2014-08-13
"10252",475,"Retail",11,"male",2014-08-13
"10253",125,"Agriculture",8,"female",2014-08-13
"10254",550,"Clothing",14,"female",2014-08-13
"10255",250,"Clothing",5,"female",2014-08-13
"10256",575,"Retail",14,"female",2014-08-13
"10257",250,"Food",8,"male",2014-08-13
"10258",375,"Retail",9,"female",2014-08-13
"10259",250,"Retail",8,"female",2014-08-13
"10260",925,"Services",14,"male",2014-08-13
"10261",575,"Food",14,"female",2014-08-13
"10262",250,"Retail",8,"male",2014-08-13
"10263",250,"Retail",5,"female",2014-08-13
"10264",125,"Health",3,"female",2014-08-13
"10265",250,"Transportation",2,"male",2014-08-13
"10266",250,"Agriculture",16,"female",2014-08-13
"10267",250,"Services",11,"female",2014-08-13
"10268",1025,"Agriculture",14,"male",2014-08-13
"10269",575,"Education",26,"male",2014-08-13
"10270",350,"Retail",14,"male",2014-08-13
"10271",475,"Agriculture",15,"male",2014-08-13
"10272",125,"Food",3,"female",2014-08-13
"10273",250,"Retail",8,"male",2014-08-13
"10274",100,"Agriculture",11,"female",2014-08-13
"10275",75,"Agriculture",8,"female",2014-08-13
"10276",100,"Food",14,"female",2014-08-13
"10277",125,"Agriculture",8,"female",2014-08-13
"10278",125,"Retail",3,"female",2014-08-13
"10279",125,"Agriculture",8,"female",2014-08-13
"10280",525,"Agriculture",14,"female, female, female",2014-08-13
"10281",475,"Food",11,"male",2014-08-13
"10282",300,"Retail",11,"female",2014-08-13
"10283",250,"Clothing",8,"male",2014-08-13
"10284",1150,"Transportation",8,"male",2014-08-13
"10285",250,"Retail",11,"female",2014-08-13
"10286",425,"Agriculture",16,"male",2014-08-13
"10287",250,"Transportation",8,"male",2014-08-13
"10288",375,"Food",9,"female",2014-08-13
"10289",750,"Agriculture",15,"male",2014-08-13
"10290",1050,"Agriculture",27,"female",2014-08-14
"10291",250,"Agriculture",35,"male",2014-08-14
"10292",575,"Food",14,"male",2014-08-14
"10293",700,"Agriculture",17,"male",2014-08-14
"10294",250,"Clothing",5,"female",2014-08-14
"10295",250,"Agriculture",35,"male",2014-08-14
"10296",250,"Agriculture",35,"female",2014-08-14
"10297",125,"Food",3,"female",2014-08-14
"10298",575,"Agriculture",14,"female",2014-08-14
"10299",250,"Agriculture",35,"male",2014-08-14
"10300",125,"Agriculture",3,"female",2014-08-14
"10301",250,"Agriculture",35,"male",2014-08-14
"10302",525,"Retail",14,"male",2014-08-14
"10303",125,"Agriculture",3,"female",2014-08-14
"10304",125,"Agriculture",3,"female",2014-08-14
"10305",575,"Services",14,"female",2014-08-14
"10306",250,"Retail",14,"female",2014-08-14
"10307",250,"Retail",8,"female",2014-08-14
"10308",575,"Clothing",13,"female",2014-08-14
"10309",575,"Clothing",13,"female",2014-08-14
"10310",925,"Retail",14,"female",2014-08-14
"10311",125,"Agriculture",3,"female",2014-08-14
"10312",250,"Services",6,"female",2014-08-14
"10313",800,"Clothing",11,"male",2014-08-14
"10314",125,"Food",3,"female",2014-08-14
"10315",250,"Food",6,"female",2014-08-14
"10316",375,"Clothing",9,"female",2014-08-14
"10317",350,"Retail",14,"male",2014-08-14
"10318",250,"Agriculture",35,"male",2014-08-14
"10319",125,"Agriculture",3,"female",2014-08-14
"10320",250,"Services",8,"female",2014-08-14
"10321",125,"Agriculture",3,"female",2014-08-14
"10322",125,"Agriculture",3,"female",2014-08-14
"10323",250,"Agriculture",35,"female",2014-08-14
"10324",575,"Agriculture",20,"female",2014-08-14
"10325",250,"Agriculture",35,"male",2014-08-14
"10326",250,"Agriculture",14,"male",2014-08-14
"10327",250,"Services",5,"male",2014-08-14
"10328",250,"Services",5,"male",2014-08-14
"10329",925,"Clothing",19,"female",2014-08-14
"10330",700,"Agriculture",14,"male",2014-08-14
"10331",250,"Clothing",7,"male",2014-08-14
"10332",200,"Clothing",6,"female",2014-08-14
"10333",250,"Food",5,"male",2014-08-14
"10334",575,"Retail",13,"female",2014-08-14
"10335",250,"Agriculture",35,"male",2014-08-14
"10336",1150,"Agriculture",26,"male",2014-08-14
"10337",125,"Retail",3,"female",2014-08-14
"10338",575,"Food",14,"female",2014-08-14
"10339",250,"Construction",8,"male",2014-08-14
"10340",125,"Clothing",3,"female",2014-08-14
"10341",250,"Services",5,"male",2014-08-14
"10342",375,"Agriculture",14,"female",2014-08-14
"10343",375,"Agriculture",14,"male",2014-08-14
"10344",250,"Food",14,"female",2014-08-14
"10345",350,"Construction",13,"male",2014-08-14
"10346",575,"Clothing",14,"female",2014-08-14
"10347",125,"Transportation",5,"male",2014-08-14
"10348",250,"Retail",6,"female",2014-08-14
"10349",250,"Agriculture",35,"male",2014-08-14
"10350",350,"Retail",8,"female",2014-08-14
"10351",125,"Food",3,"female",2014-08-14
"10352",125,"Food",3,"female",2014-08-14
"10353",250,"Agriculture",35,"male",2014-08-14
"10354",250,"Agriculture",35,"male",2014-08-14
"10355",350,"Retail",5,"female",2014-08-14
"10356",250,"Agriculture",35,"male",2014-08-14
"10357",250,"Retail",11,"female",2014-08-14
"10358",250,"Food",11,"female",2014-08-14
"10359",250,"Agriculture",35,"male",2014-08-14
"10360",475,"Agriculture",14,"female",2014-08-14
"10361",250,"Clothing",3,"female",2014-08-14
"10362",600,"Services",6,"female",2014-08-14
"10363",250,"Food",14,"female",2014-08-14
"10364",250,"Agriculture",35,"male",2014-08-14
"10365",250,"Agriculture",35,"female",2014-08-14
"10366",250,"Food",6,"female",2014-08-14
"10367",125,"Agriculture",3,"female",2014-08-14
"10368",250,"Construction",8,"male",2014-08-14
"10369",125,"Food",3,"female",2014-08-14
"10370",350,"Agriculture",14,"female",2014-08-14
"10371",250,"Agriculture",35,"female",2014-08-14
"10372",250,"Food",11,"male",2014-08-14
"10373",600,"Transportation",14,"male",2014-08-15
"10374",350,"Agriculture",15,"female",2014-08-15
"10375",250,"Retail",11,"female",2014-08-15
"10376",125,"Retail",3,"female",2014-08-15
"10377",350,"Food",14,"female",2014-08-15
"10378",350,"Agriculture",17,"female",2014-08-15
"10379",400,"Retail",14,"male",2014-08-15
"10380",350,"Agriculture",14,"female",2014-08-15
"10381",250,"Transportation",8,"male",2014-08-15
"10382",250,"Food",8,"male",2014-08-15
"10383",575,"Food",8,"female",2014-08-15
"10384",250,"Retail",8,"female",2014-08-15
"10385",1125,"Food",14,"female",2014-08-15
"10386",1475,"Agriculture",14,"male",2014-08-15
"10387",125,"Food",3,"female",2014-08-15
"10388",250,"Retail",8,"male",2014-08-15
"10389",250,"Food",6,"female",2014-08-15
"10390",125,"Retail",3,"female",2014-08-15
"10391",175,"Retail",8,"male",2014-08-15
"10392",175,"Agriculture",14,"female",2014-08-15
"10393",475,"Agriculture",17,"female",2014-08-15
"10394",800,"Retail",14,"female",2014-08-15
"10395",250,"Agriculture",11,"male",2014-08-15
"10396",250,"Services",6,"female",2014-08-15
"10397",250,"Retail",14,"male",2014-08-15
"10398",250,"Food",5,"female",2014-08-15
"10399",250,"Food",8,"female",2014-08-15
"10400",250,"Food",6,"female",2014-08-15
"10401",250,"Clothing",8,"male",2014-08-15
"10402",250,"Retail",8,"male",2014-08-15
"10403",525,"Agriculture",27,"female",2014-08-15
"10404",250,"Food",11,"male",2014-08-15
"10405",575,"Retail",14,"male",2014-08-15
"10406",250,"Food",11,"female",2014-08-15
"10407",250,"Retail",8,"female",2014-08-15
"10408",350,"Food",14,"male",2014-08-15
"10409",250,"Agriculture",11,"male",2014-08-15
"10410",250,"Services",6,"female",2014-08-15
"10411",575,"Food",14,"female",2014-08-15
"10412",575,"Retail",14,"female",2014-08-15
"10413",250,"Clothing",5,"female",2014-08-15
"10414",250,"Retail",11,"female",2014-08-15
"10415",250,"Transportation",8,"male",2014-08-15
"10416",250,"Retail",5,"male",2014-08-15
"10417",250,"Food",6,"male",2014-08-15
"10418",300,"Food",11,"female",2014-08-15
"10419",250,"Food",11,"female",2014-08-15
"10420",800,"Services",14,"female",2014-08-15
"10421",250,"Food",5,"female",2014-08-15
"10422",125,"Clothing",3,"female",2014-08-16
"10423",375,"Services",9,"female",2014-08-16
"10424",125,"Food",3,"female",2014-08-16
"10425",125,"Food",3,"female",2014-08-16
"10426",125,"Services",3,"female",2014-08-16
"10427",250,"Food",6,"female",2014-08-16
"10428",250,"Arts",6,"female",2014-08-16
"10429",1125,"Services",26,"male",2014-08-16
"10430",125,"Food",3,"female",2014-08-16
"10431",375,"Services",9,"female",2014-08-16
"10432",125,"Transportation",3,"female",2014-08-18
"10433",325,"Agriculture",50,"female",2014-08-18
"10434",325,"Agriculture",50,"female",2014-08-18
"10435",125,"Construction",3,"female",2014-08-18
"10436",200,"Agriculture",50,"female",2014-08-18
"10437",125,"Clothing",13,"female",2014-08-18
"10438",200,"Agriculture",50,"female",2014-08-18
"10439",325,"Agriculture",50,"female",2014-08-18
"10440",325,"Agriculture",50,"female",2014-08-18
"10441",600,"Health",10,"male",2014-08-18
"10442",200,"Agriculture",50,"female",2014-08-18
"10443",125,"Food",14,"female",2014-08-18
"10444",325,"Agriculture",50,"male",2014-08-18
"10445",125,"Services",3,"female",2014-08-18
"10446",200,"Agriculture",50,"female",2014-08-18
"10447",325,"Agriculture",50,"female",2014-08-18
"10448",125,"Clothing",3,"female",2014-08-18
"10449",250,"Retail",13,"female",2014-08-18
"10450",325,"Agriculture",50,"female",2014-08-18
"10451",125,"Retail",2,"female",2014-08-18
"10452",575,"Agriculture",14,"male",2014-08-18
"10453",325,"Agriculture",50,"female",2014-08-18
"10454",475,"Agriculture",14,"male",2014-08-18
"10455",325,"Agriculture",50,"female",2014-08-18
"10456",325,"Agriculture",50,"female",2014-08-18
"10457",575,"Agriculture",26,"male",2014-08-18
"10458",600,"Clothing",12,"female",2014-08-18
"10459",200,"Agriculture",50,"female",2014-08-18
"10460",750,"Agriculture",19,"female",2014-08-18
"10461",200,"Agriculture",50,"female",2014-08-18
"10462",475,"Agriculture",14,"female",2014-08-18
"10463",325,"Agriculture",50,"female",2014-08-18
"10464",325,"Agriculture",50,"male",2014-08-18
"10465",475,"Agriculture",27,"male",2014-08-18
"10466",325,"Agriculture",50,"female",2014-08-18
"10467",200,"Agriculture",50,"female",2014-08-18
"10468",325,"Agriculture",50,"female",2014-08-18
"10469",275,"Agriculture",50,"female",2014-08-18
"10470",325,"Agriculture",50,"female",2014-08-18
"10471",325,"Agriculture",50,"female",2014-08-18
"10472",250,"Food",13,"female",2014-08-18
"10473",325,"Agriculture",50,"female",2014-08-18
"10474",350,"Agriculture",14,"female",2014-08-18
"10475",200,"Agriculture",50,"female",2014-08-18
"10476",325,"Agriculture",50,"female",2014-08-18
"10477",250,"Food",14,"female",2014-08-18
"10478",275,"Agriculture",50,"female",2014-08-18
"10479",325,"Agriculture",50,"female",2014-08-18
"10480",125,"Agriculture",3,"female",2014-08-18
"10481",200,"Agriculture",50,"female",2014-08-18
"10482",125,"Agriculture",3,"female",2014-08-18
"10483",325,"Agriculture",50,"female",2014-08-18
"10484",325,"Agriculture",50,"female",2014-08-18
"10485",475,"Agriculture",14,"female",2014-08-18
"10486",125,"Services",3,"female",2014-08-18
"10487",125,"Retail",2,"female",2014-08-18
"10488",325,"Agriculture",50,"female",2014-08-18
"10489",325,"Agriculture",50,"female",2014-08-18
"10490",200,"Agriculture",50,"female",2014-08-18
"10491",125,"Services",3,"female",2014-08-18
"10492",325,"Agriculture",50,"male",2014-08-18
"10493",200,"Agriculture",50,"female",2014-08-18
"10494",750,"Agriculture",26,"male",2014-08-18
"10495",325,"Agriculture",50,"female",2014-08-18
"10496",175,"Food",13,"female",2014-08-18
"10497",125,"Services",3,"female",2014-08-18
"10498",325,"Agriculture",50,"male",2014-08-18
"10499",125,"Retail",14,"female",2014-08-18
"10500",125,"Agriculture",14,"female",2014-08-18
"10501",200,"Agriculture",50,"female",2014-08-18
"10502",250,"Retail",13,"female",2014-08-18
"10503",75,"Services",8,"female",2014-08-18
"10504",325,"Agriculture",50,"female",2014-08-18
"10505",325,"Agriculture",50,"female",2014-08-18
"10506",350,"Retail",14,"male",2014-08-18
"10507",125,"Food",3,"female",2014-08-18
"10508",325,"Agriculture",50,"female",2014-08-18
"10509",325,"Agriculture",50,"female",2014-08-18
"10510",275,"Agriculture",50,"female",2014-08-18
"10511",475,"Agriculture",21,"male",2014-08-18
"10512",200,"Agriculture",50,"female",2014-08-18
"10513",325,"Agriculture",50,"female",2014-08-18
"10514",125,"Retail",3,"female",2014-08-18
"10515",325,"Agriculture",50,"female",2014-08-18
"10516",200,"Agriculture",50,"female",2014-08-18
"10517",325,"Agriculture",50,"female",2014-08-18
"10518",200,"Agriculture",50,"female",2014-08-18
"10519",200,"Agriculture",50,"female",2014-08-18
"10520",325,"Agriculture",50,"female",2014-08-18
"10521",125,"Services",3,"female",2014-08-18
"10522",325,"Agriculture",50,"female",2014-08-18
"10523",200,"Agriculture",50,"male",2014-08-18
"10524",325,"Agriculture",50,"female",2014-08-18
"10525",200,"Agriculture",50,"female",2014-08-18
"10526",125,"Clothing",3,"female",2014-08-18
"10527",250,"Food",13,"female",2014-08-18
"10528",325,"Agriculture",50,"female",2014-08-18
"10529",200,"Agriculture",50,"female",2014-08-18
"10530",325,"Agriculture",50,"female",2014-08-18
"10531",125,"Clothing",3,"female",2014-08-18
"10532",125,"Services",3,"female",2014-08-18
"10533",325,"Agriculture",50,"female",2014-08-18
"10534",250,"Retail",8,"male",2014-08-19
"10535",250,"Food",14,"female",2014-08-19
"10536",250,"Retail",14,"female",2014-08-19
"10537",250,"Agriculture",14,"female",2014-08-19
"10538",575,"Retail",14,"male",2014-08-19
"10539",250,"Food",14,"female",2014-08-19
"10540",250,"Transportation",14,"male",2014-08-19
"10541",125,"Clothing",3,"female",2014-08-19
"10542",250,"Retail",14,"female",2014-08-19
"10543",350,"Food",14,"female",2014-08-19
"10544",125,"Food",3,"female",2014-08-19
"10545",575,"Clothing",14,"female",2014-08-19
"10546",1075,"Transportation",14,"male",2014-08-19
"10547",250,"Food",14,"female",2014-08-19
"10548",125,"Retail",8,"female",2014-08-19
"10549",350,"Clothing",8,"female",2014-08-19
"10550",125,"Agriculture",3,"female",2014-08-19
"10551",250,"Agriculture",13,"female",2014-08-19
"10552",250,"Food",14,"female",2014-08-19
"10553",125,"Food",14,"female",2014-08-19
"10554",575,"Clothing",14,"female",2014-08-19
"10555",125,"Services",3,"female",2014-08-19
"10556",125,"Clothing",3,"female",2014-08-19
"10557",575,"Food",14,"female",2014-08-19
"10558",250,"Agriculture",14,"female",2014-08-19
"10559",250,"Food",6,"female",2014-08-19
"10560",250,"Food",6,"female",2014-08-19
"10561",250,"Food",14,"female",2014-08-19
"10562",125,"Health",3,"female",2014-08-19
"10563",250,"Clothing",14,"female",2014-08-19
"10564",250,"Food",6,"female",2014-08-19
"10565",250,"Food",14,"female",2014-08-19
"10566",375,"Clothing",7,"female",2014-08-19
"10567",375,"Services",9,"female",2014-08-19
"10568",250,"Clothing",6,"female",2014-08-19
"10569",125,"Clothing",3,"female",2014-08-19
"10570",250,"Services",14,"male",2014-08-19
"10571",575,"Food",11,"female",2014-08-19
"10572",75,"Clothing",3,"female",2014-08-19
"10573",250,"Retail",14,"male",2014-08-19
"10574",125,"Services",3,"female",2014-08-19
"10575",125,"Retail",3,"female",2014-08-19
"10576",125,"Clothing",3,"female",2014-08-19
"10577",250,"Food",6,"female",2014-08-19
"10578",525,"Clothing",13,"female",2014-08-19
"10579",250,"Clothing",14,"female",2014-08-19
"10580",475,"Food",14,"female",2014-08-19
"10581",475,"Services",14,"female",2014-08-19
"10582",125,"Clothing",14,"male",2014-08-19
"10583",250,"Retail",14,"female",2014-08-19
"10584",125,"Food",8,"female",2014-08-19
"10585",250,"Food",14,"female",2014-08-19
"10586",250,"Agriculture",14,"female",2014-08-19
"10587",250,"Agriculture",14,"male",2014-08-19
"10588",575,"Food",14,"female",2014-08-19
"10589",350,"Services",11,"male",2014-08-19
"10590",250,"Transportation",8,"male",2014-08-19
"10591",525,"Services",14,"male",2014-08-19
"10592",350,"Services",14,"female",2014-08-19
"10593",350,"Services",8,"female",2014-08-19
"10594",300,"Clothing",14,"female",2014-08-19
"10595",250,"Transportation",8,"male",2014-08-19
"10596",250,"Retail",14,"female",2014-08-19
"10597",250,"Food",8,"female",2014-08-19
"10598",125,"Agriculture",3,"female",2014-08-19
"10599",250,"Services",8,"female",2014-08-19
"10600",575,"Manufacturing",14,"male",2014-08-19
"10601",125,"Agriculture",3,"female",2014-08-19
"10602",1050,"Transportation",14,"male",2014-08-19
"10603",250,"Clothing",6,"female",2014-08-19
"10604",250,"Retail",5,"female",2014-08-19
"10605",250,"Food",14,"female",2014-08-19
"10606",250,"Arts",6,"female",2014-08-19
"10607",250,"Services",14,"female",2014-08-19
"10608",250,"Agriculture",14,"female",2014-08-19
"10609",250,"Retail",14,"female",2014-08-19
"10610",375,"Clothing",9,"female",2014-08-19
"10611",350,"Retail",8,"female",2014-08-19
"10612",250,"Health",8,"female",2014-08-19
"10613",125,"Food",3,"female",2014-08-19
"10614",125,"Clothing",3,"female",2014-08-19
