"","loan_amount","sector","term_in_months","borrower_genders","date"
"1",250,"Services",4,"female",2014-01-01
"2",250,"Food",13,"female",2014-01-02
"3",250,"Retail",14,"female",2014-01-02
"4",250,"Services",14,"female",2014-01-02
"5",125,"Services",3,"male",2014-01-02
"6",250,"Food",13,"female",2014-01-02
"7",600,"Food",14,"female",2014-01-02
"8",350,"Food",13,"female",2014-01-02
"9",250,"Food",11,"female",2014-01-02
"10",125,"Services",3,"female",2014-01-02
"11",250,"Clothing",11,"female",2014-01-02
"12",250,"Services",14,"female",2014-01-02
"13",250,"Clothing",13,"female",2014-01-02
"14",250,"Services",11,"female",2014-01-02
"15",250,"Clothing",11,"female",2014-01-02
"16",250,"Food",11,"female",2014-01-02
"17",250,"Food",13,"female",2014-01-02
"18",600,"Clothing",15,"female",2014-01-02
"19",250,"Food",13,"female",2014-01-02
"20",600,"Agriculture",13,"female",2014-01-02
"21",500,"Food",14,"male",2014-01-02
"22",250,"Services",14,"female",2014-01-02
"23",250,"Food",11,"male",2014-01-02
"24",125,"Food",14,"female",2014-01-02
"25",600,"Food",13,"female",2014-01-02
"26",125,"Food",3,"female",2014-01-02
"27",700,"Retail",13,"female",2014-01-02
"28",250,"Food",14,"female",2014-01-02
"29",250,"Clothing",11,"female",2014-01-02
"30",250,"Food",13,"female",2014-01-02
"31",250,"Food",13,"female",2014-01-02
"32",125,"Services",11,"female",2014-01-02
"33",250,"Agriculture",10,"female",2014-01-02
"34",250,"Services",13,"female",2014-01-02
"35",250,"Food",13,"female",2014-01-02
"36",250,"Retail",13,"female",2014-01-02
"37",250,"Food",13,"male",2014-01-02
"38",475,"Retail",13,"female",2014-01-02
"39",250,"Food",13,"female",2014-01-02
"40",1175,"Clothing",13,"female",2014-01-02
"41",175,"Services",13,"female",2014-01-02
"42",250,"Food",11,"female",2014-01-02
"43",600,"Food",13,"female",2014-01-02
"44",475,"Clothing",13,"female",2014-01-02
"45",250,"Food",13,"female",2014-01-02
"46",250,"Agriculture",13,"female",2014-01-02
"47",1225,"Clothing",14,"female",2014-01-02
"48",600,"Retail",13,"female",2014-01-02
"49",125,"Clothing",11,"female",2014-01-02
"50",125,"Services",3,"female",2014-01-02
"51",600,"Food",14,"female",2014-01-02
"52",250,"Food",11,"female",2014-01-02
"53",350,"Food",14,"female",2014-01-02
"54",350,"Clothing",11,"female",2014-01-02
"55",600,"Services",13,"female",2014-01-02
"56",600,"Food",13,"female",2014-01-02
"57",600,"Food",13,"female",2014-01-02
"58",250,"Food",13,"female",2014-01-02
"59",250,"Services",13,"female",2014-01-02
"60",250,"Services",13,"female",2014-01-02
"61",250,"Food",13,"female",2014-01-02
"62",600,"Retail",14,"female",2014-01-03
"63",600,"Retail",14,"male",2014-01-03
"64",250,"Clothing",14,"female",2014-01-03
"65",700,"Services",11,"female",2014-01-03
"66",125,"Clothing",14,"female",2014-01-03
"67",1175,"Clothing",14,"female",2014-01-03
"68",850,"Food",11,"female",2014-01-03
"69",125,"Services",11,"female",2014-01-03
"70",475,"Retail",8,"female",2014-01-03
"71",600,"Agriculture",14,"female",2014-01-03
"72",600,"Retail",14,"female",2014-01-03
"73",250,"Food",14,"female",2014-01-03
"74",350,"Personal Use",14,"female",2014-01-03
"75",600,"Food",14,"female",2014-01-03
"76",250,"Food",14,"female",2014-01-03
"77",600,"Personal Use",14,"female",2014-01-03
"78",600,"Retail",14,"male",2014-01-03
"79",600,"Agriculture",14,"male",2014-01-03
"80",125,"Food",14,"female",2014-01-03
"81",600,"Agriculture",14,"male",2014-01-03
"82",250,"Agriculture",11,"female",2014-01-03
"83",1225,"Retail",14,"female",2014-01-03
"84",125,"Arts",3,"female",2014-01-03
"85",500,"Services",11,"male",2014-01-03
"86",600,"Agriculture",14,"male",2014-01-03
"87",600,"Personal Use",14,"female",2014-01-03
"88",250,"Food",14,"female",2014-01-03
"89",250,"Food",14,"female",2014-01-03
"90",1275,"Transportation",20,"male",2014-01-03
"91",125,"Services",3,"female",2014-01-03
"92",500,"Food",11,"female",2014-01-03
"93",125,"Services",3,"female",2014-01-03
"94",600,"Retail",14,"male",2014-01-03
"95",250,"Agriculture",14,"female",2014-01-03
"96",625,"Food",11,"male",2014-01-03
"97",250,"Food",14,"female",2014-01-03
"98",600,"Housing",14,"female",2014-01-03
"99",600,"Food",14,"female",2014-01-03
"100",600,"Retail",14,"male",2014-01-03
"101",600,"Clothing",11,"female",2014-01-03
"102",600,"Agriculture",14,"male",2014-01-03
"103",250,"Agriculture",14,"female",2014-01-03
"104",350,"Retail",8,"male",2014-01-03
"105",250,"Retail",14,"female",2014-01-03
"106",1225,"Food",14,"male",2014-01-03
"107",350,"Services",11,"female",2014-01-03
"108",600,"Retail",14,"male",2014-01-03
"109",925,"Agriculture",14,"female",2014-01-03
"110",250,"Food",14,"female",2014-01-03
"111",350,"Food",14,"female",2014-01-03
"112",125,"Services",3,"female",2014-01-03
"113",600,"Retail",14,"male",2014-01-03
"114",250,"Retail",14,"female",2014-01-03
"115",525,"Food",14,"female",2014-01-03
"116",475,"Personal Use",14,"female",2014-01-03
"117",600,"Construction",14,"male",2014-01-03
"118",250,"Food",14,"female",2014-01-03
"119",475,"Agriculture",14,"male",2014-01-03
"120",600,"Services",14,"male",2014-01-03
"121",250,"Food",14,"male",2014-01-03
"122",850,"Clothing",14,"female",2014-01-03
"123",600,"Personal Use",14,"female",2014-01-03
"124",125,"Retail",14,"female",2014-01-03
"125",1175,"Housing",13,"female",2014-01-03
"126",250,"Food",14,"female",2014-01-03
"127",250,"Retail",14,"female",2014-01-03
"128",125,"Services",2,"female",2014-01-04
"129",125,"Food",3,"female",2014-01-05
"130",125,"Clothing",2,"female",2014-01-05
"131",250,"Retail",11,"female",2014-01-06
"132",250,"Food",6,"female",2014-01-06
"133",125,"Food",14,"male",2014-01-06
"134",125,"Agriculture",14,"female",2014-01-06
"135",600,"Agriculture",14,"male",2014-01-06
"136",125,"Food",13,"female",2014-01-06
"137",125,"Retail",8,"female",2014-01-06
"138",125,"Agriculture",14,"male",2014-01-06
"139",125,"Food",2,"female",2014-01-06
"140",250,"Retail",6,"female",2014-01-06
"141",250,"Food",14,"female",2014-01-06
"142",75,"Food",14,"female",2014-01-06
"143",250,"Food",13,"female",2014-01-06
"144",600,"Food",14,"male",2014-01-06
"145",600,"Transportation",14,"male",2014-01-06
"146",250,"Food",13,"female",2014-01-06
"147",125,"Food",11,"female",2014-01-06
"148",250,"Clothing",6,"female",2014-01-06
"149",925,"Food",17,"female",2014-01-06
"150",250,"Clothing",13,"female",2014-01-06
"151",175,"Agriculture",8,"male",2014-01-06
"152",600,"Agriculture",14,"male",2014-01-06
"153",350,"Food",11,"female",2014-01-06
"154",350,"Food",14,"male",2014-01-06
"155",250,"Agriculture",13,"female",2014-01-06
"156",250,"Retail",6,"female",2014-01-06
"157",75,"Retail",14,"female",2014-01-06
"158",225,"Transportation",14,"male",2014-01-06
"159",250,"Agriculture",14,"female",2014-01-06
"160",250,"Agriculture",14,"male",2014-01-06
"161",250,"Food",13,"female",2014-01-06
"162",250,"Food",8,"female",2014-01-06
"163",350,"Clothing",14,"male",2014-01-06
"164",125,"Construction",3,"female",2014-01-06
"165",250,"Food",13,"female",2014-01-06
"166",125,"Food",13,"male",2014-01-06
"167",475,"Arts",13,"female",2014-01-06
"168",175,"Food",14,"male",2014-01-06
"169",125,"Retail",8,"female",2014-01-06
"170",600,"Agriculture",11,"female",2014-01-06
"171",250,"Food",13,"male",2014-01-06
"172",125,"Agriculture",14,"male",2014-01-06
"173",250,"Food",13,"male",2014-01-06
"174",125,"Agriculture",3,"female",2014-01-06
"175",600,"Agriculture",13,"female",2014-01-06
"176",125,"Transportation",14,"male",2014-01-06
"177",300,"Clothing",13,"female",2014-01-06
"178",600,"Retail",14,"male",2014-01-06
"179",250,"Transportation",11,"male",2014-01-06
"180",250,"Services",14,"female",2014-01-06
"181",250,"Food",6,"female",2014-01-06
"182",125,"Clothing",14,"male",2014-01-06
"183",125,"Food",13,"female",2014-01-06
"184",250,"Agriculture",14,"female",2014-01-06
"185",175,"Agriculture",11,"male",2014-01-06
"186",250,"Retail",8,"female",2014-01-06
"187",125,"Clothing",14,"male",2014-01-06
"188",250,"Services",8,"female",2014-01-06
"189",125,"Retail",3,"female",2014-01-06
"190",125,"Food",3,"female",2014-01-06
"191",250,"Agriculture",13,"female",2014-01-06
"192",600,"Agriculture",13,"male",2014-01-06
"193",250,"Food",13,"female",2014-01-06
"194",375,"Clothing",6,"female",2014-01-07
"195",250,"Agriculture",14,"female",2014-01-07
"196",250,"Education",14,"male",2014-01-07
"197",1175,"Agriculture",14,"female",2014-01-07
"198",250,"Food",11,"female",2014-01-07
"199",475,"Food",14,"female",2014-01-07
"200",925,"Agriculture",14,"female",2014-01-07
"201",925,"Transportation",14,"male",2014-01-07
"202",250,"Clothing",6,"female",2014-01-07
"203",475,"Retail",14,"female",2014-01-07
"204",250,"Food",14,"female",2014-01-07
"205",250,"Agriculture",8,"female",2014-01-07
"206",425,"Food",14,"female",2014-01-07
"207",700,"Food",14,"male",2014-01-07
"208",925,"Transportation",14,"male",2014-01-07
"209",250,"Retail",8,"female",2014-01-07
"210",125,"Services",14,"female",2014-01-07
"211",350,"Agriculture",14,"male",2014-01-07
"212",600,"Clothing",14,"male",2014-01-07
"213",250,"Agriculture",14,"female",2014-01-07
"214",350,"Food",14,"female",2014-01-07
"215",825,"Agriculture",14,"male",2014-01-07
"216",525,"Clothing",14,"male",2014-01-07
"217",75,"Retail",14,"female",2014-01-07
"218",475,"Agriculture",14,"female",2014-01-07
"219",1050,"Transportation",14,"male",2014-01-07
"220",425,"Food",14,"female",2014-01-07
"221",350,"Agriculture",8,"male",2014-01-07
"222",700,"Clothing",11,"female",2014-01-07
"223",250,"Retail",14,"female",2014-01-07
"224",125,"Food",8,"female",2014-01-07
"225",350,"Services",8,"female",2014-01-07
"226",600,"Retail",11,"female",2014-01-07
"227",175,"Construction",14,"male",2014-01-07
"228",1175,"Agriculture",11,"male",2014-01-07
"229",475,"Agriculture",14,"male",2014-01-07
"230",250,"Retail",8,"male",2014-01-07
"231",250,"Clothing",8,"female",2014-01-07
"232",250,"Services",3,"female",2014-01-07
"233",125,"Clothing",8,"female",2014-01-07
"234",175,"Transportation",14,"male",2014-01-07
"235",250,"Clothing",6,"male",2014-01-07
"236",125,"Retail",3,"female",2014-01-07
"237",250,"Agriculture",14,"female",2014-01-07
"238",1050,"Clothing",14,"female",2014-01-07
"239",125,"Retail",3,"female",2014-01-07
"240",125,"Agriculture",14,"male",2014-01-07
"241",125,"Retail",3,"female",2014-01-07
"242",125,"Retail",3,"female",2014-01-07
"243",475,"Construction",14,"male",2014-01-07
"244",125,"Food",14,"female",2014-01-07
"245",975,"Transportation",14,"male",2014-01-07
"246",250,"Agriculture",14,"female",2014-01-07
"247",250,"Food",14,"female",2014-01-07
"248",300,"Agriculture",14,"male",2014-01-07
"249",425,"Agriculture",8,"male",2014-01-07
"250",600,"Retail",14,"male",2014-01-07
"251",700,"Food",14,"male",2014-01-07
"252",250,"Food",14,"female",2014-01-07
"253",250,"Food",8,"female",2014-01-07
"254",250,"Agriculture",8,"male",2014-01-07
"255",600,"Food",8,"male",2014-01-07
"256",650,"Agriculture",11,"male",2014-01-07
"257",250,"Agriculture",14,"female",2014-01-07
"258",250,"Food",14,"female",2014-01-07
"259",125,"Agriculture",3,"female",2014-01-07
"260",1050,"Agriculture",11,"male",2014-01-07
"261",1025,"Transportation",14,"male",2014-01-07
"262",250,"Food",8,"male",2014-01-07
"263",125,"Agriculture",14,"male",2014-01-07
"264",125,"Services",3,"female",2014-01-07
"265",75,"Personal Use",25,"male",2014-01-07
"266",475,"Retail",14,"male",2014-01-07
"267",250,"Retail",8,"male",2014-01-07
"268",1175,"Clothing",14,"female",2014-01-08
"269",250,"Agriculture",16,"female",2014-01-08
"270",600,"Food",14,"female",2014-01-08
"271",125,"Services",1,"male",2014-01-08
"272",250,"Food",6,"female",2014-01-08
"273",250,"Food",14,"female",2014-01-08
"274",300,"Food",14,"female",2014-01-08
"275",925,"Transportation",14,"female",2014-01-08
"276",350,"Food",14,"female",2014-01-08
"277",600,"Clothing",14,"female",2014-01-08
"278",125,"Agriculture",14,"female",2014-01-08
"279",250,"Food",6,"female",2014-01-08
"280",175,"Food",14,"male",2014-01-08
"281",250,"Food",14,"female",2014-01-08
"282",475,"Food",14,"female",2014-01-08
"283",125,"Agriculture",14,"female",2014-01-08
"284",125,"Food",14,"female",2014-01-08
"285",125,"Arts",3,"female",2014-01-08
"286",250,"Food",14,"female",2014-01-08
"287",575,"Food",14,"female",2014-01-08
"288",125,"Services",3,"female",2014-01-08
"289",125,"Agriculture",3,"female",2014-01-08
"290",250,"Services",7,"female",2014-01-08
"291",250,"Food",14,"female",2014-01-08
"292",250,"Food",14,"female",2014-01-08
"293",600,"Food",14,"female",2014-01-08
"294",925,"Services",15,"female",2014-01-08
"295",575,"Food",14,"female",2014-01-08
"296",250,"Agriculture",16,"male",2014-01-08
"297",250,"Food",14,"female",2014-01-08
"298",475,"Agriculture",14,"male",2014-01-08
"299",250,"Food",6,"female",2014-01-08
"300",300,"Clothing",14,"female",2014-01-08
"301",475,"Services",14,"female",2014-01-08
"302",300,"Services",14,"female",2014-01-08
"303",250,"Food",6,"female",2014-01-08
"304",75,"Agriculture",14,"female",2014-01-08
"305",300,"Clothing",14,"female",2014-01-08
"306",125,"Food",14,"female",2014-01-08
"307",425,"Food",14,"female",2014-01-08
"308",125,"Education",14,"female",2014-01-08
"309",250,"Agriculture",16,"female",2014-01-08
"310",125,"Food",3,"female",2014-01-09
"311",125,"Services",3,"female",2014-01-09
"312",400,"Retail",12,"female",2014-01-09
"313",725,"Agriculture",14,"female",2014-01-09
"314",125,"Food",3,"female",2014-01-09
"315",250,"Arts",8,"male",2014-01-09
"316",200,"Clothing",8,"male",2014-01-09
"317",700,"Retail",14,"female",2014-01-09
"318",125,"Services",8,"female",2014-01-09
"319",475,"Agriculture",14,"female",2014-01-09
"320",250,"Services",6,"female",2014-01-09
"321",375,"Retail",9,"female",2014-01-09
"322",1175,"Agriculture",14,"male",2014-01-09
"323",825,"Agriculture",14,"male",2014-01-09
"324",500,"Agriculture",14,"female",2014-01-09
"325",700,"Services",14,"female",2014-01-09
"326",300,"Agriculture",14,"female",2014-01-09
"327",375,"Food",9,"female",2014-01-09
"328",250,"Arts",6,"male",2014-01-09
"329",475,"Agriculture",16,"female",2014-01-09
"330",375,"Food",9,"female",2014-01-09
"331",125,"Retail",3,"female",2014-01-09
"332",475,"Agriculture",14,"female",2014-01-09
"333",250,"Clothing",14,"female",2014-01-09
"334",250,"Agriculture",14,"female",2014-01-09
"335",125,"Food",3,"female",2014-01-09
"336",125,"Services",3,"female",2014-01-09
"337",125,"Transportation",3,"female",2014-01-09
"338",375,"Agriculture",9,"female",2014-01-09
"339",375,"Clothing",9,"female",2014-01-09
"340",250,"Services",3,"male",2014-01-09
"341",700,"Food",14,"female",2014-01-09
"342",75,"Services",3,"female",2014-01-09
"343",250,"Clothing",6,"female",2014-01-09
"344",1150,"Agriculture",11,"female",2014-01-09
"345",725,"Agriculture",16,"female",2014-01-09
"346",350,"Agriculture",16,"female",2014-01-09
"347",125,"Clothing",14,"male",2014-01-09
"348",125,"Agriculture",8,"female",2014-01-09
"349",475,"Agriculture",14,"male",2014-01-09
"350",250,"Services",8,"male",2014-01-09
"351",125,"Food",3,"female",2014-01-09
"352",125,"Transportation",3,"female",2014-01-10
"353",750,"Agriculture",15,"male",2014-01-10
"354",750,"Agriculture",16,"male",2014-01-10
"355",250,"Clothing",1,"female",2014-01-10
"356",175,"Food",14,"female",2014-01-10
"357",250,"Food",14,"female",2014-01-10
"358",1175,"Housing",14,"female",2014-01-10
"359",250,"Services",8,"male",2014-01-10
"360",250,"Retail",5,"female",2014-01-10
"361",250,"Manufacturing",14,"female",2014-01-10
"362",125,"Services",3,"male",2014-01-10
"363",600,"Transportation",14,"male",2014-01-10
"364",825,"Retail",20,"female",2014-01-10
"365",475,"Clothing",14,"male",2014-01-10
"366",875,"Health",5,"female",2014-01-10
"367",250,"Food",14,"female",2014-01-10
"368",925,"Agriculture",14,"male",2014-01-10
"369",600,"Agriculture",14,"male",2014-01-10
"370",425,"Food",14,"female",2014-01-10
"371",425,"Food",14,"female",2014-01-10
"372",350,"Agriculture",14,"female",2014-01-10
"373",125,"Services",3,"female",2014-01-10
"374",700,"Agriculture",14,"male",2014-01-10
"375",250,"Agriculture",16,"female",2014-01-10
"376",600,"Food",14,"male",2014-01-10
"377",125,"Agriculture",3,"female",2014-01-10
"378",350,"Services",14,"female",2014-01-10
"379",250,"Retail",14,"male",2014-01-10
"380",250,"Retail",14,"female",2014-01-10
"381",250,"Transportation",14,"male",2014-01-10
"382",600,"Food",14,"male",2014-01-10
"383",250,"Retail",3,"female",2014-01-10
"384",600,"Agriculture",16,"male",2014-01-10
"385",475,"Services",14,"female",2014-01-10
"386",250,"Food",6,"female",2014-01-11
"387",250,"Clothing",6,"female",2014-01-11
"388",125,"Retail",3,"female",2014-01-12
"389",250,"Retail",8,"female",2014-01-13
"390",250,"Clothing",8,"female",2014-01-13
"391",250,"Agriculture",8,"female",2014-01-13
"392",350,"Food",14,"female",2014-01-13
"393",250,"Clothing",8,"female",2014-01-13
"394",250,"Clothing",8,"female",2014-01-13
"395",250,"Clothing",8,"female",2014-01-13
"396",250,"Services",11,"female",2014-01-13
"397",125,"Retail",3,"female",2014-01-13
"398",125,"Clothing",3,"female",2014-01-13
"399",125,"Agriculture",8,"female",2014-01-13
"400",125,"Retail",8,"female",2014-01-13
"401",125,"Food",3,"female",2014-01-13
"402",250,"Clothing",6,"female",2014-01-13
"403",125,"Agriculture",8,"female",2014-01-13
"404",125,"Agriculture",14,"male",2014-01-13
"405",600,"Agriculture",8,"male",2014-01-13
"406",250,"Agriculture",14,"female",2014-01-13
"407",350,"Retail",8,"male",2014-01-13
"408",600,"Agriculture",8,"male",2014-01-13
"409",350,"Food",8,"female",2014-01-13
"410",250,"Retail",11,"female",2014-01-13
"411",250,"Clothing",8,"female",2014-01-13
"412",600,"Agriculture",8,"male",2014-01-13
"413",250,"Food",8,"male",2014-01-13
"414",125,"Services",3,"female",2014-01-13
"415",250,"Clothing",11,"female",2014-01-13
"416",125,"Clothing",8,"female",2014-01-13
"417",250,"Services",11,"female",2014-01-13
"418",125,"Agriculture",8,"female",2014-01-13
"419",600,"Agriculture",11,"female",2014-01-13
"420",600,"Agriculture",8,"male",2014-01-13
"421",250,"Clothing",8,"female",2014-01-13
"422",125,"Retail",8,"male",2014-01-13
"423",825,"Agriculture",14,"male",2014-01-13
"424",250,"Clothing",6,"female",2014-01-13
"425",125,"Agriculture",8,"female",2014-01-13
"426",125,"Food",14,"female",2014-01-13
"427",250,"Retail",8,"female",2014-01-13
"428",125,"Services",3,"female",2014-01-13
"429",250,"Personal Use",14,"female",2014-01-13
"430",600,"Food",14,"male",2014-01-13
"431",475,"Agriculture",11,"female",2014-01-13
"432",125,"Food",8,"female",2014-01-13
"433",250,"Food",6,"female",2014-01-13
"434",250,"Food",8,"female",2014-01-13
"435",350,"Agriculture",8,"female",2014-01-13
"436",250,"Agriculture",8,"female",2014-01-13
"437",250,"Retail",8,"female",2014-01-13
"438",250,"Services",6,"male",2014-01-13
"439",125,"Retail",8,"female",2014-01-13
"440",700,"Agriculture",17,"male",2014-01-13
"441",250,"Clothing",6,"female",2014-01-13
"442",250,"Retail",8,"female",2014-01-13
"443",250,"Agriculture",8,"male",2014-01-13
"444",125,"Transportation",8,"male",2014-01-13
"445",125,"Agriculture",8,"male",2014-01-13
"446",125,"Food",8,"female",2014-01-13
"447",250,"Services",8,"female",2014-01-13
"448",125,"Manufacturing",14,"male",2014-01-13
"449",650,"Agriculture",14,"male",2014-01-13
"450",250,"Agriculture",11,"male",2014-01-13
"451",125,"Agriculture",8,"female",2014-01-13
"452",250,"Services",14,"female",2014-01-13
"453",125,"Clothing",8,"female",2014-01-13
"454",700,"Agriculture",14,"female",2014-01-13
"455",350,"Food",8,"male",2014-01-14
"456",525,"Agriculture",11,"male",2014-01-14
"457",250,"Retail",6,"female",2014-01-14
"458",75,"Food",8,"female",2014-01-14
"459",250,"Services",6,"male",2014-01-14
"460",825,"Agriculture",14,"female",2014-01-14
"461",475,"Services",14,"male",2014-01-14
"462",250,"Clothing",6,"female",2014-01-14
"463",350,"Agriculture",11,"male",2014-01-14
"464",250,"Retail",14,"female",2014-01-14
"465",250,"Transportation",6,"female",2014-01-14
"466",600,"Agriculture",14,"female",2014-01-14
"467",700,"Retail",14,"male",2014-01-14
"468",600,"Agriculture",8,"male",2014-01-14
"469",250,"Agriculture",14,"female",2014-01-14
"470",350,"Agriculture",14,"female",2014-01-14
"471",700,"Agriculture",16,"female",2014-01-14
"472",350,"Food",14,"female",2014-01-14
"473",125,"Agriculture",3,"female",2014-01-14
"474",125,"Food",3,"female",2014-01-14
"475",350,"Retail",14,"female",2014-01-14
"476",425,"Agriculture",16,"male",2014-01-14
"477",300,"Food",14,"female",2014-01-14
"478",250,"Retail",8,"female",2014-01-14
"479",250,"Food",11,"female",2014-01-14
"480",250,"Retail",6,"female",2014-01-14
"481",125,"Food",8,"female",2014-01-14
"482",425,"Agriculture",14,"male",2014-01-14
"483",475,"Retail",14,"female",2014-01-14
"484",125,"Retail",8,"male",2014-01-14
"485",600,"Food",14,"female",2014-01-14
"486",125,"Food",8,"female",2014-01-14
"487",350,"Transportation",8,"male",2014-01-14
"488",250,"Services",11,"female",2014-01-14
"489",250,"Retail",8,"female",2014-01-14
"490",950,"Food",14,"female",2014-01-14
"491",475,"Agriculture",14,"male",2014-01-14
"492",700,"Retail",14,"male",2014-01-14
"493",250,"Food",14,"female",2014-01-14
"494",250,"Agriculture",8,"female",2014-01-14
"495",350,"Food",8,"female",2014-01-14
"496",125,"Services",2,"female",2014-01-14
"497",700,"Agriculture",14,"female",2014-01-14
"498",700,"Retail",14,"female",2014-01-14
"499",600,"Retail",14,"female",2014-01-14
"500",250,"Clothing",8,"female",2014-01-14
"501",1050,"Transportation",8,"male",2014-01-15
"502",475,"Agriculture",14,"female",2014-01-15
"503",250,"Agriculture",14,"female",2014-01-15
"504",125,"Agriculture",1,"male",2014-01-15
"505",125,"Services",3,"male",2014-01-15
"506",250,"Food",6,"female",2014-01-15
"507",250,"Agriculture",14,"female",2014-01-15
"508",775,"Agriculture",21,"male",2014-01-15
"509",250,"Personal Use",13,"female",2014-01-15
"510",125,"Clothing",3,"female",2014-01-15
"511",250,"Retail",6,"female",2014-01-15
"512",250,"Food",6,"female",2014-01-15
"513",350,"Agriculture",14,"male",2014-01-15
"514",250,"Food",6,"female",2014-01-15
"515",125,"Construction",2,"female",2014-01-15
"516",350,"Personal Use",13,"female",2014-01-15
"517",250,"Retail",6,"female",2014-01-15
"518",1050,"Transportation",14,"male",2014-01-15
"519",375,"Clothing",9,"male",2014-01-15
"520",350,"Agriculture",17,"male",2014-01-15
"521",125,"Retail",3,"female",2014-01-15
"522",250,"Housing",5,"female",2014-01-15
"523",125,"Retail",3,"female",2014-01-15
"524",350,"Personal Use",13,"female",2014-01-15
"525",950,"Food",20,"male",2014-01-15
"526",350,"Agriculture",14,"female",2014-01-15
"527",250,"Clothing",6,"female",2014-01-15
"528",125,"Services",3,"female",2014-01-15
"529",375,"Services",4,"female",2014-01-15
"530",600,"Services",14,"male",2014-01-15
"531",300,"Retail",8,"male",2014-01-16
"532",250,"Agriculture",11,"male",2014-01-16
"533",250,"Retail",11,"male",2014-01-16
"534",450,"Personal Use",14,"male",2014-01-16
"535",175,"Services",8,"male",2014-01-16
"536",250,"Food",14,"female",2014-01-16
"537",600,"Agriculture",14,"female",2014-01-16
"538",250,"Services",11,"male",2014-01-16
"539",125,"Food",14,"female",2014-01-16
"540",250,"Food",14,"female",2014-01-16
"541",350,"Agriculture",14,"female",2014-01-16
"542",425,"Retail",14,"female",2014-01-16
"543",650,"Transportation",14,"male",2014-01-16
"544",700,"Agriculture",14,"male",2014-01-16
"545",475,"Food",11,"female",2014-01-16
"546",125,"Food",11,"female",2014-01-16
"547",250,"Retail",8,"female",2014-01-16
"548",600,"Services",14,"female",2014-01-16
"549",250,"Clothing",6,"female",2014-01-16
"550",250,"Retail",8,"female",2014-01-16
"551",125,"Transportation",8,"male",2014-01-16
"552",700,"Agriculture",11,"male",2014-01-16
"553",125,"Food",3,"male",2014-01-16
"554",825,"Agriculture",14,"female",2014-01-16
"555",250,"Agriculture",8,"female",2014-01-16
"556",600,"Entertainment",14,"male",2014-01-16
"557",250,"Food",8,"female",2014-01-16
"558",250,"Retail",11,"male",2014-01-16
"559",250,"Agriculture",14,"female",2014-01-16
"560",1175,"Personal Use",26,"female",2014-01-16
"561",775,"Agriculture",14,"male",2014-01-16
"562",700,"Agriculture",12,"male",2014-01-16
"563",375,"Health",8,"female",2014-01-16
"564",350,"Construction",11,"male",2014-01-16
"565",350,"Retail",14,"female",2014-01-16
"566",600,"Clothing",11,"female",2014-01-16
"567",475,"Food",14,"female",2014-01-16
"568",600,"Agriculture",14,"male",2014-01-16
"569",1025,"Transportation",14,"male",2014-01-16
"570",175,"Agriculture",14,"female",2014-01-16
"571",600,"Agriculture",14,"female",2014-01-16
"572",250,"Food",11,"female",2014-01-16
"573",125,"Food",14,"female",2014-01-16
"574",1175,"Agriculture",11,"male",2014-01-16
"575",700,"Agriculture",20,"female",2014-01-16
"576",350,"Agriculture",20,"male",2014-01-16
"577",250,"Retail",8,"female",2014-01-16
"578",250,"Construction",8,"male",2014-01-16
"579",600,"Housing",14,"female",2014-01-16
"580",600,"Services",14,"female",2014-01-16
"581",1175,"Clothing",20,"female",2014-01-16
"582",175,"Food",8,"male",2014-01-16
"583",250,"Transportation",8,"male",2014-01-17
"584",250,"Agriculture",8,"male",2014-01-17
"585",175,"Agriculture",11,"female",2014-01-17
"586",250,"Agriculture",8,"female",2014-01-17
"587",250,"Food",14,"male",2014-01-17
"588",250,"Food",14,"female",2014-01-17
"589",300,"Services",8,"male",2014-01-17
"590",825,"Food",8,"male",2014-01-17
"591",475,"Manufacturing",14,"male",2014-01-17
"592",125,"Agriculture",8,"female",2014-01-17
"593",125,"Agriculture",8,"female",2014-01-17
"594",125,"Services",3,"female",2014-01-17
"595",600,"Services",7,"male",2014-01-17
"596",350,"Services",8,"female",2014-01-17
"597",175,"Food",8,"male",2014-01-17
"598",250,"Agriculture",8,"female",2014-01-17
"599",950,"Education",14,"female",2014-01-17
"600",600,"Retail",14,"male",2014-01-17
"601",250,"Food",14,"female",2014-01-17
"602",600,"Retail",14,"male",2014-01-17
"603",600,"Retail",14,"female",2014-01-17
"604",600,"Food",14,"female",2014-01-17
"605",250,"Food",8,"female",2014-01-17
"606",700,"Services",14,"male",2014-01-17
"607",600,"Agriculture",7,"male",2014-01-17
"608",250,"Food",14,"male",2014-01-17
"609",950,"Construction",14,"male",2014-01-17
"610",250,"Services",8,"female",2014-01-17
"611",250,"Food",14,"female",2014-01-17
"612",300,"Agriculture",14,"female",2014-01-17
"613",250,"Retail",8,"female",2014-01-17
"614",250,"Services",14,"male",2014-01-17
"615",350,"Services",8,"female",2014-01-17
"616",250,"Agriculture",8,"male",2014-01-17
"617",350,"Food",14,"female",2014-01-17
"618",600,"Agriculture",8,"female",2014-01-17
"619",250,"Food",14,"female",2014-01-18
"620",250,"Retail",8,"male",2014-01-18
"621",600,"Retail",14,"female",2014-01-18
"622",250,"Retail",6,"female",2014-01-18
"623",950,"Agriculture",14,"male",2014-01-18
"624",125,"Construction",8,"male",2014-01-18
"625",475,"Agriculture",14,"male",2014-01-18
